Student_ID,Grade,Subject,Feedback_Text,Sentiment_Label
STU14531,Grade 10,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU14532,Grade 10,Tamil,The subject is manageable but not very interesting.,Neutral
STU14533,Grade 10,Science,Classes are engaging and doubts are explained patiently.,Positive
STU14534,Grade 9,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU14535,Grade 10,Social Science,Lessons are acceptable but can be improved.,Neutral
STU14536,Grade 8,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14537,Grade 7,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14538,Grade 8,Mathematics,The subject is okay but could be taught better.,Neutral
STU14539,Grade 10,Social Science,More examples are needed to understand the lessons.,Negative
STU14540,Grade 9,Social Science,The teacher uses examples that make learning easy.,Positive
STU14541,Grade 6,Tamil,Teaching is neither very good nor very bad.,Neutral
STU14542,Grade 10,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU14543,Grade 10,Tamil,Lessons are acceptable but can be improved.,Neutral
STU14544,Grade 9,Tamil,Teaching is neither very good nor very bad.,Neutral
STU14545,Grade 7,Tamil,Teaching is neither very good nor very bad.,Neutral
STU14546,Grade 8,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU14547,Grade 6,Social Science,Lessons are acceptable but can be improved.,Neutral
STU14548,Grade 7,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14549,Grade 9,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU14550,Grade 7,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14551,Grade 9,Science,The teaching style needs improvement.,Negative
STU14552,Grade 7,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU14553,Grade 7,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU14554,Grade 8,Social Science,Teaching is neither very good nor very bad.,Neutral
STU14555,Grade 7,Science,The subject is manageable but not very interesting.,Neutral
STU14556,Grade 6,English,Classes are average and sometimes interesting.,Neutral
STU14557,Grade 7,English,The teacher explains too fast and it is hard to understand.,Negative
STU14558,Grade 8,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU14559,Grade 8,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14560,Grade 10,English,More examples are needed to understand the lessons.,Negative
STU14561,Grade 7,Mathematics,The teacher uses examples that make learning easy.,Positive
STU14562,Grade 7,Science,The subject is manageable but not very interesting.,Neutral
STU14563,Grade 10,Social Science,This subject is taught in a clear and understandable way.,Positive
STU14564,Grade 6,Mathematics,The subject is manageable but not very interesting.,Neutral
STU14565,Grade 7,Social Science,Teaching is neither very good nor very bad.,Neutral
STU14566,Grade 8,Science,The teaching style needs improvement.,Negative
STU14567,Grade 8,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU14568,Grade 8,English,This subject is taught in a clear and understandable way.,Positive
STU14569,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14570,Grade 7,Tamil,The subject is manageable but not very interesting.,Neutral
STU14571,Grade 8,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14572,Grade 10,Mathematics,The teaching style needs improvement.,Negative
STU14573,Grade 6,Social Science,The teacher uses examples that make learning easy.,Positive
STU14574,Grade 7,Social Science,Lessons are acceptable but can be improved.,Neutral
STU14575,Grade 8,Science,I feel confused during many classes.,Negative
STU14576,Grade 7,Science,More examples are needed to understand the lessons.,Negative
STU14577,Grade 8,Tamil,Teaching is neither very good nor very bad.,Neutral
STU14578,Grade 10,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU14579,Grade 7,Social Science,The subject is manageable but not very interesting.,Neutral
STU14580,Grade 7,Science,This subject is taught in a clear and understandable way.,Positive
STU14581,Grade 7,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14582,Grade 7,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU14583,Grade 8,Mathematics,More examples are needed to understand the lessons.,Negative
STU14584,Grade 8,Social Science,Classes are average and sometimes interesting.,Neutral
STU14585,Grade 10,English,Classes are engaging and doubts are explained patiently.,Positive
STU14586,Grade 10,Mathematics,Classes are average and sometimes interesting.,Neutral
STU14587,Grade 9,Social Science,This subject is taught in a clear and understandable way.,Positive
STU14588,Grade 8,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14589,Grade 10,Mathematics,The teaching style needs improvement.,Negative
STU14590,Grade 9,Science,Teaching is neither very good nor very bad.,Neutral
STU14591,Grade 7,Science,The teaching style needs improvement.,Negative
STU14592,Grade 8,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU14593,Grade 7,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU14594,Grade 6,English,Teaching is neither very good nor very bad.,Neutral
STU14595,Grade 6,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU14596,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14597,Grade 6,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14598,Grade 7,English,Classes are sometimes boring and difficult to follow.,Negative
STU14599,Grade 7,Tamil,The teacher uses examples that make learning easy.,Positive
STU14600,Grade 10,Mathematics,I feel confused during many classes.,Negative
STU14601,Grade 6,Social Science,The teacher uses examples that make learning easy.,Positive
STU14602,Grade 8,Mathematics,Classes are average and sometimes interesting.,Neutral
STU14603,Grade 10,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU14604,Grade 8,Social Science,I feel confused during many classes.,Negative
STU14605,Grade 9,English,More examples are needed to understand the lessons.,Negative
STU14606,Grade 7,Mathematics,More examples are needed to understand the lessons.,Negative
STU14607,Grade 10,Science,The subject is manageable but not very interesting.,Neutral
STU14608,Grade 10,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU14609,Grade 10,English,I feel confused during many classes.,Negative
STU14610,Grade 6,English,Lessons are acceptable but can be improved.,Neutral
STU14611,Grade 7,English,Teaching is neither very good nor very bad.,Neutral
STU14612,Grade 10,Tamil,Teaching is neither very good nor very bad.,Neutral
STU14613,Grade 6,Social Science,The subject is manageable but not very interesting.,Neutral
STU14614,Grade 6,Social Science,More examples are needed to understand the lessons.,Negative
STU14615,Grade 7,English,This subject is taught in a clear and understandable way.,Positive
STU14616,Grade 9,Tamil,The subject is manageable but not very interesting.,Neutral
STU14617,Grade 9,English,Lessons are acceptable but can be improved.,Neutral
STU14618,Grade 6,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14619,Grade 6,English,I enjoy this subject because the teacher teaches very well.,Positive
STU14620,Grade 8,English,The subject is okay but could be taught better.,Neutral
STU14621,Grade 7,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU14622,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14623,Grade 6,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU14624,Grade 9,Social Science,Teaching is neither very good nor very bad.,Neutral
STU14625,Grade 6,Social Science,Teaching is neither very good nor very bad.,Neutral
STU14626,Grade 8,Mathematics,I feel confused during many classes.,Negative
STU14627,Grade 10,Social Science,I feel confused during many classes.,Negative
STU14628,Grade 9,English,The teacher uses examples that make learning easy.,Positive
STU14629,Grade 8,Social Science,More examples are needed to understand the lessons.,Negative
STU14630,Grade 10,Tamil,The teacher uses examples that make learning easy.,Positive
STU14631,Grade 8,Tamil,Teaching is neither very good nor very bad.,Neutral
STU14632,Grade 7,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU14633,Grade 8,Tamil,Lessons are acceptable but can be improved.,Neutral
STU14634,Grade 9,Social Science,The teaching style needs improvement.,Negative
STU14635,Grade 6,Science,The teacher uses examples that make learning easy.,Positive
STU14636,Grade 7,English,The teaching style needs improvement.,Negative
STU14637,Grade 9,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU14638,Grade 9,English,This subject is taught in a clear and understandable way.,Positive
STU14639,Grade 8,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU14640,Grade 7,Tamil,Classes are average and sometimes interesting.,Neutral
STU14641,Grade 8,Tamil,The teacher uses examples that make learning easy.,Positive
STU14642,Grade 8,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU14643,Grade 8,Mathematics,More examples are needed to understand the lessons.,Negative
STU14644,Grade 8,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU14645,Grade 8,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14646,Grade 9,Tamil,This subject is taught in a clear and understandable way.,Positive
STU14647,Grade 6,English,The subject is manageable but not very interesting.,Neutral
STU14648,Grade 9,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU14649,Grade 6,English,The teacher uses examples that make learning easy.,Positive
STU14650,Grade 6,English,I enjoy this subject because the teacher teaches very well.,Positive
STU14651,Grade 10,Tamil,Classes are average and sometimes interesting.,Neutral
STU14652,Grade 9,Social Science,The teacher uses examples that make learning easy.,Positive
STU14653,Grade 7,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU14654,Grade 9,Science,Teaching is neither very good nor very bad.,Neutral
STU14655,Grade 7,Mathematics,Classes are average and sometimes interesting.,Neutral
STU14656,Grade 10,Social Science,This subject is taught in a clear and understandable way.,Positive
STU14657,Grade 8,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU14658,Grade 8,Social Science,More examples are needed to understand the lessons.,Negative
STU14659,Grade 6,Science,Lessons are acceptable but can be improved.,Neutral
STU14660,Grade 8,Social Science,The teacher uses examples that make learning easy.,Positive
STU14661,Grade 7,Tamil,I feel confused during many classes.,Negative
STU14662,Grade 8,Mathematics,The subject is okay but could be taught better.,Neutral
STU14663,Grade 10,Mathematics,The subject is okay but could be taught better.,Neutral
STU14664,Grade 10,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14665,Grade 6,Tamil,The teacher uses examples that make learning easy.,Positive
STU14666,Grade 7,Tamil,The subject is manageable but not very interesting.,Neutral
STU14667,Grade 6,Social Science,The subject is manageable but not very interesting.,Neutral
STU14668,Grade 9,Mathematics,The teacher uses examples that make learning easy.,Positive
STU14669,Grade 10,Social Science,The teaching style needs improvement.,Negative
STU14670,Grade 7,English,The teaching style needs improvement.,Negative
STU14671,Grade 7,Science,The teacher uses examples that make learning easy.,Positive
STU14672,Grade 10,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14673,Grade 10,Science,Classes are engaging and doubts are explained patiently.,Positive
STU14674,Grade 7,Mathematics,I feel confused during many classes.,Negative
STU14675,Grade 9,Science,The teacher uses examples that make learning easy.,Positive
STU14676,Grade 10,Social Science,The teaching style needs improvement.,Negative
STU14677,Grade 9,Science,This subject is taught in a clear and understandable way.,Positive
STU14678,Grade 8,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU14679,Grade 8,Science,I feel confused during many classes.,Negative
STU14680,Grade 9,Tamil,I feel confused during many classes.,Negative
STU14681,Grade 10,Social Science,More examples are needed to understand the lessons.,Negative
STU14682,Grade 8,Tamil,The teacher uses examples that make learning easy.,Positive
STU14683,Grade 7,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14684,Grade 10,Tamil,The teacher uses examples that make learning easy.,Positive
STU14685,Grade 9,Science,The subject is okay but could be taught better.,Neutral
STU14686,Grade 6,Tamil,Classes are average and sometimes interesting.,Neutral
STU14687,Grade 10,Tamil,More examples are needed to understand the lessons.,Negative
STU14688,Grade 9,English,The subject is okay but could be taught better.,Neutral
STU14689,Grade 6,Mathematics,The teacher uses examples that make learning easy.,Positive
STU14690,Grade 7,English,More examples are needed to understand the lessons.,Negative
STU14691,Grade 6,Tamil,More examples are needed to understand the lessons.,Negative
STU14692,Grade 6,Science,Lessons are acceptable but can be improved.,Neutral
STU14693,Grade 10,English,The teacher uses examples that make learning easy.,Positive
STU14694,Grade 9,English,Classes are average and sometimes interesting.,Neutral
STU14695,Grade 6,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU14696,Grade 9,Mathematics,The subject is manageable but not very interesting.,Neutral
STU14697,Grade 6,Tamil,The subject is okay but could be taught better.,Neutral
STU14698,Grade 8,Science,I feel confused during many classes.,Negative
STU14699,Grade 10,Mathematics,More examples are needed to understand the lessons.,Negative
STU14700,Grade 10,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU14701,Grade 10,Science,This subject is taught in a clear and understandable way.,Positive
STU14702,Grade 10,English,Lessons are acceptable but can be improved.,Neutral
STU14703,Grade 6,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU14704,Grade 8,Social Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14705,Grade 10,Science,This subject is taught in a clear and understandable way.,Positive
STU14706,Grade 10,Tamil,This subject is taught in a clear and understandable way.,Positive
STU14707,Grade 7,Science,The subject is okay but could be taught better.,Neutral
STU14708,Grade 6,Science,Lessons are acceptable but can be improved.,Neutral
STU14709,Grade 7,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU14710,Grade 10,Social Science,More examples are needed to understand the lessons.,Negative
STU14711,Grade 9,Mathematics,The subject is okay but could be taught better.,Neutral
STU14712,Grade 10,English,Classes are sometimes boring and difficult to follow.,Negative
STU14713,Grade 6,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14714,Grade 9,Social Science,Classes are average and sometimes interesting.,Neutral
STU14715,Grade 6,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU14716,Grade 8,Science,The subject is okay but could be taught better.,Neutral
STU14717,Grade 6,English,More examples are needed to understand the lessons.,Negative
STU14718,Grade 7,English,The subject is okay but could be taught better.,Neutral
STU14719,Grade 6,Science,This subject is taught in a clear and understandable way.,Positive
STU14720,Grade 7,Mathematics,The subject is manageable but not very interesting.,Neutral
STU14721,Grade 6,Social Science,The subject is manageable but not very interesting.,Neutral
STU14722,Grade 8,English,Lessons are acceptable but can be improved.,Neutral
STU14723,Grade 7,Mathematics,I feel confused during many classes.,Negative
STU14724,Grade 8,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU14725,Grade 8,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14726,Grade 8,English,More examples are needed to understand the lessons.,Negative
STU14727,Grade 7,Science,Classes are sometimes boring and difficult to follow.,Negative
STU14728,Grade 10,Mathematics,More examples are needed to understand the lessons.,Negative
STU14729,Grade 8,Science,The teacher explains too fast and it is hard to understand.,Negative
STU14730,Grade 8,Science,Teaching is neither very good nor very bad.,Neutral
STU14731,Grade 6,Mathematics,I feel confused during many classes.,Negative
STU14732,Grade 10,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU14733,Grade 6,English,The teacher explains too fast and it is hard to understand.,Negative
STU14734,Grade 9,Tamil,Lessons are acceptable but can be improved.,Neutral
STU14735,Grade 10,Science,Lessons are acceptable but can be improved.,Neutral
STU14736,Grade 6,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU14737,Grade 7,Social Science,Lessons are acceptable but can be improved.,Neutral
STU14738,Grade 8,Science,I feel confused during many classes.,Negative
STU14739,Grade 10,English,Teaching is neither very good nor very bad.,Neutral
STU14740,Grade 6,Mathematics,Classes are average and sometimes interesting.,Neutral
STU14741,Grade 6,Tamil,This subject is taught in a clear and understandable way.,Positive
STU14742,Grade 7,English,Lessons are acceptable but can be improved.,Neutral
STU14743,Grade 10,Science,The teacher explains too fast and it is hard to understand.,Negative
STU14744,Grade 10,Social Science,Lessons are acceptable but can be improved.,Neutral
STU14745,Grade 8,Science,The teacher explains too fast and it is hard to understand.,Negative
STU14746,Grade 8,Mathematics,Lessons are acceptable but can be improved.,Neutral
STU14747,Grade 7,Science,The teacher uses examples that make learning easy.,Positive
STU14748,Grade 9,English,This subject is taught in a clear and understandable way.,Positive
STU14749,Grade 6,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU14750,Grade 6,Science,The teaching style needs improvement.,Negative
STU14751,Grade 10,Tamil,I feel confused during many classes.,Negative
STU14752,Grade 7,Science,Classes are engaging and doubts are explained patiently.,Positive
STU14753,Grade 10,Mathematics,The subject is manageable but not very interesting.,Neutral
STU14754,Grade 10,Social Science,Teaching is neither very good nor very bad.,Neutral
STU14755,Grade 7,Social Science,The teaching style needs improvement.,Negative
STU14756,Grade 8,Social Science,The teacher uses examples that make learning easy.,Positive
STU14757,Grade 6,Social Science,This subject is taught in a clear and understandable way.,Positive
STU14758,Grade 9,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU14759,Grade 8,English,The teacher uses examples that make learning easy.,Positive
STU14760,Grade 10,Mathematics,The teaching style needs improvement.,Negative
STU14761,Grade 9,Mathematics,I feel confused during many classes.,Negative
STU14762,Grade 8,Science,The teaching style needs improvement.,Negative
STU14763,Grade 9,Social Science,The teacher uses examples that make learning easy.,Positive
STU14764,Grade 8,Mathematics,Classes are average and sometimes interesting.,Neutral
STU14765,Grade 9,Mathematics,The subject is manageable but not very interesting.,Neutral
STU14766,Grade 8,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU14767,Grade 6,Mathematics,The teaching style needs improvement.,Negative
STU14768,Grade 6,Science,Classes are engaging and doubts are explained patiently.,Positive
STU14769,Grade 8,English,The teacher explains too fast and it is hard to understand.,Negative
STU14770,Grade 9,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU14771,Grade 10,Social Science,More examples are needed to understand the lessons.,Negative
STU14772,Grade 6,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14773,Grade 10,Tamil,Classes are average and sometimes interesting.,Neutral
STU14774,Grade 9,Tamil,Classes are average and sometimes interesting.,Neutral
STU14775,Grade 7,Mathematics,The subject is okay but could be taught better.,Neutral
STU14776,Grade 7,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14777,Grade 10,Mathematics,Classes are average and sometimes interesting.,Neutral
STU14778,Grade 8,Tamil,Teaching is neither very good nor very bad.,Neutral
STU14779,Grade 7,English,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14780,Grade 10,English,This subject is taught in a clear and understandable way.,Positive
STU14781,Grade 8,Tamil,I feel confused during many classes.,Negative
STU14782,Grade 9,Tamil,Classes are average and sometimes interesting.,Neutral
STU14783,Grade 8,Science,This subject is taught in a clear and understandable way.,Positive
STU14784,Grade 8,Science,The teacher explains too fast and it is hard to understand.,Negative
STU14785,Grade 10,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14786,Grade 8,English,This subject is taught in a clear and understandable way.,Positive
STU14787,Grade 9,English,Classes are average and sometimes interesting.,Neutral
STU14788,Grade 8,Science,The subject is manageable but not very interesting.,Neutral
STU14789,Grade 9,Tamil,The teaching style needs improvement.,Negative
STU14790,Grade 7,Science,Classes are average and sometimes interesting.,Neutral
STU14791,Grade 6,Science,This subject is taught in a clear and understandable way.,Positive
STU14792,Grade 7,Science,The teacher explains too fast and it is hard to understand.,Negative
STU14793,Grade 10,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU14794,Grade 9,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU14795,Grade 9,Tamil,Classes are average and sometimes interesting.,Neutral
STU14796,Grade 6,English,The teacher explains too fast and it is hard to understand.,Negative
STU14797,Grade 10,English,I enjoy this subject because the teacher teaches very well.,Positive
STU14798,Grade 9,English,I feel confused during many classes.,Negative
STU14799,Grade 10,English,More examples are needed to understand the lessons.,Negative
STU14800,Grade 8,Tamil,The subject is okay but could be taught better.,Neutral
STU14801,Grade 9,Science,The subject is okay but could be taught better.,Neutral
STU14802,Grade 7,Science,Lessons are acceptable but can be improved.,Neutral
STU14803,Grade 9,Mathematics,Classes are average and sometimes interesting.,Neutral
STU14804,Grade 9,Tamil,The subject is okay but could be taught better.,Neutral
STU14805,Grade 6,English,The teaching style needs improvement.,Negative
STU14806,Grade 8,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14807,Grade 6,Science,The subject is okay but could be taught better.,Neutral
STU14808,Grade 7,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14809,Grade 10,Science,The teacher uses examples that make learning easy.,Positive
STU14810,Grade 7,Science,Classes are sometimes boring and difficult to follow.,Negative
STU14811,Grade 9,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU14812,Grade 8,Mathematics,More examples are needed to understand the lessons.,Negative
STU14813,Grade 10,Mathematics,More examples are needed to understand the lessons.,Negative
STU14814,Grade 6,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU14815,Grade 6,Mathematics,Classes are average and sometimes interesting.,Neutral
STU14816,Grade 8,Mathematics,The subject is okay but could be taught better.,Neutral
STU14817,Grade 8,Tamil,The subject is manageable but not very interesting.,Neutral
STU14818,Grade 6,Science,The teaching style needs improvement.,Negative
STU14819,Grade 9,Science,Classes are sometimes boring and difficult to follow.,Negative
STU14820,Grade 7,Science,Lessons are acceptable but can be improved.,Neutral
STU14821,Grade 7,Social Science,More examples are needed to understand the lessons.,Negative
STU14822,Grade 6,English,The teacher explains too fast and it is hard to understand.,Negative
STU14823,Grade 9,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU14824,Grade 6,Social Science,The teaching style needs improvement.,Negative
STU14825,Grade 6,Social Science,Lessons are acceptable but can be improved.,Neutral
STU14826,Grade 7,Tamil,More examples are needed to understand the lessons.,Negative
STU14827,Grade 6,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU14828,Grade 10,Science,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14829,Grade 9,Science,The subject is manageable but not very interesting.,Neutral
STU14830,Grade 6,Science,The teaching style needs improvement.,Negative
STU14831,Grade 9,Social Science,Classes are engaging and doubts are explained patiently.,Positive
STU14832,Grade 6,English,The subject is okay but could be taught better.,Neutral
STU14833,Grade 10,English,Teaching is neither very good nor very bad.,Neutral
STU14834,Grade 10,Science,This subject is taught in a clear and understandable way.,Positive
STU14835,Grade 7,English,The subject is okay but could be taught better.,Neutral
STU14836,Grade 9,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14837,Grade 6,Tamil,The teaching style needs improvement.,Negative
STU14838,Grade 9,Mathematics,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14839,Grade 8,Social Science,This subject is taught in a clear and understandable way.,Positive
STU14840,Grade 7,Mathematics,The teacher uses examples that make learning easy.,Positive
STU14841,Grade 6,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU14842,Grade 7,Social Science,The subject is manageable but not very interesting.,Neutral
STU14843,Grade 9,Social Science,The subject is okay but could be taught better.,Neutral
STU14844,Grade 9,Mathematics,I feel confused during many classes.,Negative
STU14845,Grade 10,English,More examples are needed to understand the lessons.,Negative
STU14846,Grade 9,Mathematics,The subject is manageable but not very interesting.,Neutral
STU14847,Grade 9,Mathematics,The subject is manageable but not very interesting.,Neutral
STU14848,Grade 9,Science,I feel confused during many classes.,Negative
STU14849,Grade 9,English,Teaching is neither very good nor very bad.,Neutral
STU14850,Grade 10,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU14851,Grade 6,Social Science,This subject is taught in a clear and understandable way.,Positive
STU14852,Grade 6,Science,More examples are needed to understand the lessons.,Negative
STU14853,Grade 7,Science,I feel confused during many classes.,Negative
STU14854,Grade 9,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU14855,Grade 6,English,This subject is taught in a clear and understandable way.,Positive
STU14856,Grade 8,Tamil,I feel confused during many classes.,Negative
STU14857,Grade 6,Social Science,This subject is taught in a clear and understandable way.,Positive
STU14858,Grade 8,Science,The teacher uses examples that make learning easy.,Positive
STU14859,Grade 10,Tamil,The subject is okay but could be taught better.,Neutral
STU14860,Grade 8,Social Science,The teacher explains too fast and it is hard to understand.,Negative
STU14861,Grade 6,Tamil,The teacher uses examples that make learning easy.,Positive
STU14862,Grade 8,Tamil,The teacher explains too fast and it is hard to understand.,Negative
STU14863,Grade 7,Social Science,Lessons are acceptable but can be improved.,Neutral
STU14864,Grade 9,Tamil,Teaching is neither very good nor very bad.,Neutral
STU14865,Grade 8,Social Science,I feel confused during many classes.,Negative
STU14866,Grade 8,English,The subject is manageable but not very interesting.,Neutral
STU14867,Grade 9,Tamil,Teaching is neither very good nor very bad.,Neutral
STU14868,Grade 10,Mathematics,Classes are engaging and doubts are explained patiently.,Positive
STU14869,Grade 6,Mathematics,The subject is okay but could be taught better.,Neutral
STU14870,Grade 9,Tamil,The subject is manageable but not very interesting.,Neutral
STU14871,Grade 9,Tamil,I feel confused during many classes.,Negative
STU14872,Grade 9,English,The teacher explains too fast and it is hard to understand.,Negative
STU14873,Grade 7,Social Science,The teacher uses examples that make learning easy.,Positive
STU14874,Grade 6,Science,The teaching style needs improvement.,Negative
STU14875,Grade 9,Social Science,The subject is okay but could be taught better.,Neutral
STU14876,Grade 8,Science,Classes are engaging and doubts are explained patiently.,Positive
STU14877,Grade 9,Tamil,The subject is manageable but not very interesting.,Neutral
STU14878,Grade 10,Tamil,The subject is manageable but not very interesting.,Neutral
STU14879,Grade 9,Social Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14880,Grade 8,Tamil,More examples are needed to understand the lessons.,Negative
STU14881,Grade 9,English,Classes are engaging and doubts are explained patiently.,Positive
STU14882,Grade 7,Tamil,I enjoy this subject because the teacher teaches very well.,Positive
STU14883,Grade 7,Science,The teacher uses examples that make learning easy.,Positive
STU14884,Grade 9,Tamil,The teacher explains lessons clearly and makes the class interesting.,Positive
STU14885,Grade 8,Tamil,Classes are sometimes boring and difficult to follow.,Negative
STU14886,Grade 10,Tamil,More examples are needed to understand the lessons.,Negative
STU14887,Grade 8,Tamil,More examples are needed to understand the lessons.,Negative
STU14888,Grade 8,Social Science,Classes are sometimes boring and difficult to follow.,Negative
STU14889,Grade 6,Science,Classes are sometimes boring and difficult to follow.,Negative
STU14890,Grade 8,Mathematics,More examples are needed to understand the lessons.,Negative
STU14891,Grade 7,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU14892,Grade 9,Mathematics,This subject is taught in a clear and understandable way.,Positive
STU14893,Grade 6,Science,The teaching style needs improvement.,Negative
STU14894,Grade 9,Science,I enjoy this subject because the teacher teaches very well.,Positive
STU14895,Grade 9,Social Science,The subject is manageable but not very interesting.,Neutral
STU14896,Grade 6,Science,The subject is okay but could be taught better.,Neutral
STU14897,Grade 6,Tamil,The subject is okay but could be taught better.,Neutral
STU14898,Grade 6,Social Science,The subject is okay but could be taught better.,Neutral
STU14899,Grade 8,Social Science,Teaching is neither very good nor very bad.,Neutral
STU14900,Grade 10,Tamil,The subject is manageable but not very interesting.,Neutral
STU14901,Grade 10,Tamil,I feel confused during many classes.,Negative
STU14902,Grade 7,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU14903,Grade 9,English,Classes are average and sometimes interesting.,Neutral
STU14904,Grade 10,Social Science,This subject is taught in a clear and understandable way.,Positive
STU14905,Grade 6,Social Science,The teacher uses examples that make learning easy.,Positive
STU14906,Grade 7,Mathematics,Classes are sometimes boring and difficult to follow.,Negative
STU14907,Grade 6,English,More examples are needed to understand the lessons.,Negative
STU14908,Grade 9,Mathematics,Teaching is neither very good nor very bad.,Neutral
STU14909,Grade 9,Mathematics,More examples are needed to understand the lessons.,Negative
STU14910,Grade 9,Tamil,Lessons are acceptable but can be improved.,Neutral
STU14911,Grade 8,Social Science,The subject is okay but could be taught better.,Neutral
STU14912,Grade 6,Social Science,Lessons are acceptable but can be improved.,Neutral
STU14913,Grade 7,Mathematics,I enjoy this subject because the teacher teaches very well.,Positive
STU14914,Grade 10,Science,Classes are sometimes boring and difficult to follow.,Negative
STU14915,Grade 7,Mathematics,The teacher explains too fast and it is hard to understand.,Negative
STU14916,Grade 10,English,The teacher uses examples that make learning easy.,Positive
STU14917,Grade 9,Tamil,Classes are engaging and doubts are explained patiently.,Positive
STU14918,Grade 6,Science,More examples are needed to understand the lessons.,Negative
STU14919,Grade 7,Tamil,Classes are engaging and doubts are explained patiently.,Positive
